https://www.jstor.org/stable/45238023,THE AGGREGATE IMPLICATIONS OF REGIONAL BUSINESS CYCLES,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Martin Beraja,Erik Hurst,Juan Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238024,BARGAINING UNDER STRATEGIC UNCERTAINTY: THE ROLE OF SECOND-ORDER OPTIMISM,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Am,a Friedenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238025,STRATEGIC COMMUNICATION WITH MINIMAL VERIFICATION,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Gabriel Carroll,Georgy Egorov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238026,DYNAMIC QUANTILE MODELS OF RATIONAL BEHAVIOR,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Luciano de Castro,Antonio F. Galvao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238027,DYNAMIC RANDOM UTILITY,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Mira Frick,Ryota Iijima,Tomasz Strzalecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238028,STRATEGICALLY SIMPLE MECHANISMS,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Tilman Börgers,Jiangtao Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238029,LINEAR VOTING RULES,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Hans Peter Grüner,Thomas Tröger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238030,PRICING AND LIQUIDITY IN DECENTRALIZED ASSET MARKETS,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Semi̇h Üslü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238031,ON THE EFFICIENCY OF SOCIAL LEARNING,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Dinah Rosenberg,Nicolas Vieille,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45238033,THE ECONOMETRIC SOCIETY 2018 ANNUAL REPORT OF THE PRESIDENT,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Tim Besley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217216,THE ALLOCATION OF TALENT AND U.S. ECONOMIC GROWTH,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Chang-Tai Hsieh,Erik Hurst,Charles I. Jones,Peter J. Klenow,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217217,NONPARAMETRIC INFERENCE ON STATE DEPENDENCE IN UNEMPLOYMENT,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Alex,er Torgovitsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217218,HOW DESTRUCTIVE IS INNOVATION?,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Daniel Garcia-Macia,Chang-Tai Hsieh,Peter J. Klenow,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217219,FIXED-EFFECT REGRESSIONS ON NETWORK DATA,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Koen Jochmans,Martin Weidner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217220,VALUING PEACE: THE EFFECTS OF FINANCIAL MARKET EXPOSURE ON VOTES AND POLITICAL ATTITUDES,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Saumitra Jha,Moses Shayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217221,RECURSIVE CONTRACTS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Albert Marcet,Ramon Marimon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217222,TRADING NETWORKS WITH FRICTIONS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Tamás Fleiner,Ravi Jagadeesan,Zsuzsanna Jankó,Alex,er Teytelboym,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217223,"ENDOWMENTS, EXCLUSION, AND EXCHANGE","Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Ivan Balbuzanov,Maciej H. Kotowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217224,MARKET SELECTION WITH DIFFERENTIAL FINANCIAL CONSTRAINTS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Ani Guerdjikova,John Quiggin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217225,MAXIMALITY IN THE FARSIGHTED STABLE SET,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Debraj Ray,Rajiv Vohra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217226,"EXCLUSION RESTRICTIONS IN DYNAMIC BINARY CHOICE PANEL DATA MODELS: COMMENT ON ""SEMIPARAMETRIC BINARY CHOICE PANEL DATA MODELS WITHOUT STRICTLY EXOGENOUS REGRESSORS""","Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Songnian Chen,Shakeeb Khan,Xun Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172343,AN EQUILIBRIUM MODEL OF THE AFRICAN HIV/AIDS EPIDEMIC,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Jeremy Greenwood,Philipp Kircher,Cezar Santos,Michèle Tertilt,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172344,PREFERENCES FOR TRUTH-TELLING,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Johannes Abeler,Daniele Nosenzo,Collin Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172345,THE MACROECONOMIC IMPACT OF MICROECONOMIC SHOCKS: BEYOND HULTEN'S THEOREM,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,David Rezza Baqaee,Emmanuel Farhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172346,RETIREMENT FINANCING: AN OPTIMAL REFORM APPROACH,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Roozbeh Hosseini,Ali Shourideh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172347,INFERENCE IN GROUP FACTOR MODELS WITH AN APPLICATION TO MIXED-FREQUENCY DATA,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,E. Andreou,P. Gagliardini,E. Ghysels,M. Rubin,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172348,MEASURING GROUP DIFFERENCES IN HIGH-DIMENSIONAL CHOICES: METHOD AND APPLICATION TO CONGRESSIONAL SPEECH,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Matthew Gentzkow,Jesse M. Shapiro,Matt Taddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172349,A NON-BAYESIAN THEORY OF STATE-DEPENDENT UTILITY,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Brian Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
